Recency,Frequency,Monetary,Cluster
11,2,122.2,Cluster #0
6,1,251.16,Cluster #0
91,2,78.9,Cluster #1
11,2,629.12,Cluster #0
69,2,128.48,Cluster #1
6,24,2557.28,Cluster #2
298,2,355.26,Cluster #1
211,1,38.4,Cluster #1
140,2,108.75,Cluster #1
14,2,547.36,Cluster #0
106,3,378.78000000000003,Cluster #0
118,5,1565.24,Cluster #0
22,8,604.3100000000001,Cluster #2
28,1,255.87,Cluster #0
17,8,1172.14,Cluster #2
64,2,641.6600000000001,Cluster #0
325,2,1176.67,Cluster #1
176,2,111.55000000000001,Cluster #1
8,5,900.27,Cluster #2
4,3,630.7,Cluster #0
15,6,992.34,Cluster #2
176,1,28.0,Cluster #1
71,1,138.44,Cluster #1
21,6,4601.58,Cluster #2
34,2,349.76,Cluster #0
3,12,3475.62,Cluster #2
42,3,485.08,Cluster #0
8,6,1609.85,Cluster #2
38,2,425.29,Cluster #0
52,1,655.97,Cluster #0
83,4,3183.59,Cluster #0
63,1,100.8,Cluster #1
30,24,5418.39,Cluster #2
120,3,401.72,Cluster #1
24,2,242.36,Cluster #0
305,1,357.4,Cluster #1
10,2,349.36,Cluster #0
80,1,283.26,Cluster #1
1,6,1719.1,Cluster #2
218,1,122.39999999999999,Cluster #1
245,1,283.05,Cluster #1
239,2,22.62,Cluster #1
28,6,2100.79,Cluster #2
143,2,1789.94,Cluster #0
168,2,120.9,Cluster #1
32,2,541.53,Cluster #0
37,6,1768.02,Cluster #2
2,9,2545.34,Cluster #2
7,6,1368.32,Cluster #2
9,2,457.46999999999997,Cluster #0
184,4,451.88,Cluster #1
195,1,111.8,Cluster #1
357,1,219.62,Cluster #1
118,4,216.49,Cluster #1
7,1,300.40000000000003,Cluster #0
35,2,551.99,Cluster #0
86,5,534.08,Cluster #0
14,3,633.65,Cluster #0
52,2,612.44,Cluster #0
8,5,1661.8600000000001,Cluster #2
150,1,248.20000000000002,Cluster #1
2,2,531.88,Cluster #0
2,2,137.0,Cluster #0
8,5,1695.97,Cluster #2
36,5,734.41,Cluster #0
183,3,668.89,Cluster #1
71,1,194.37,Cluster #1
69,1,511.82,Cluster #1
7,3,936.5600000000001,Cluster #0
57,3,381.64,Cluster #0
253,1,376.97,Cluster #1
50,2,361.52,Cluster #0
55,4,775.98,Cluster #0
6,9,1877.73,Cluster #2
240,1,288.62,Cluster #1
30,1,277.29,Cluster #0
350,1,251.10000000000002,Cluster #1
67,1,235.74,Cluster #1
281,1,460.1,Cluster #1
212,2,259.35,Cluster #1
1,4,633.36,Cluster #2
30,1,270.53000000000003,Cluster #0
198,9,1794.82,Cluster #2
153,2,1006.94,Cluster #0
67,1,302.2,Cluster #1
253,2,574.73,Cluster #1
272,1,387.31,Cluster #1
49,8,6115.14,Cluster #2
16,1,282.98,Cluster #0
8,26,11329.92,Cluster #2
43,8,1702.6100000000001,Cluster #2
64,1,140.39999999999998,Cluster #1
120,1,200.15,Cluster #1
23,4,403.17,Cluster #0
7,5,654.91,Cluster #0
300,1,128.44,Cluster #1
9,6,1151.1000000000001,Cluster #2
45,1,441.29,Cluster #0
21,3,684.59,Cluster #0
130,4,584.9,Cluster #0
3,2,263.43,Cluster #0
353,1,145.0,Cluster #1
351,1,295.5,Cluster #1
352,2,107.2,Cluster #1
45,4,712.4200000000001,Cluster #0
9,7,2572.8,Cluster #2
8,9,1898.56,Cluster #2
181,1,233.1,Cluster #1
45,1,223.36,Cluster #1
272,1,164.4,Cluster #1
21,2,777.16,Cluster #0
17,1,92.66,Cluster #1
16,2,544.9,Cluster #0
261,1,141.55,Cluster #1
35,3,413.58,Cluster #0
225,1,103.3,Cluster #1
15,2,16.439999999999998,Cluster #1
189,3,198.41,Cluster #1
351,1,298.34,Cluster #1
52,4,859.27,Cluster #0
8,4,982.61,Cluster #0
11,2,474.76,Cluster #0
197,1,67.95,Cluster #1
6,3,525.01,Cluster #0
147,4,294.67,Cluster #1
11,1,140.0,Cluster #0
6,7,1078.82,Cluster #2
16,3,409.36,Cluster #0
17,1,349.81,Cluster #0
49,7,2589.57,Cluster #2
324,1,242.6,Cluster #1
42,3,1082.7,Cluster #0
62,4,206.85000000000002,Cluster #0
21,3,336.44,Cluster #0
234,1,155.8,Cluster #1
30,18,2479.35,Cluster #2
209,1,96.3,Cluster #1
129,2,258.11,Cluster #1
304,2,160.07,Cluster #1
25,21,7174.13,Cluster #2
228,1,99.37,Cluster #1
119,1,424.15000000000003,Cluster #1
101,4,833.16,Cluster #0
92,2,428.5,Cluster #1
52,4,2086.87,Cluster #0
9,2,967.71,Cluster #0
65,7,1563.77,Cluster #2
83,4,2477.26,Cluster #0
77,2,993.18,Cluster #0
4,2,304.94,Cluster #0
15,7,1257.83,Cluster #2
205,1,1093.74,Cluster #1
9,1,115.68,Cluster #0
230,1,108.45,Cluster #1
15,5,3322.84,Cluster #2
70,1,144.72,Cluster #1
209,2,266.02,Cluster #1
25,2,193.42,Cluster #0
32,5,966.13,Cluster #0
22,13,3079.37,Cluster #2
45,6,1541.59,Cluster #2
14,14,3937.02,Cluster #2
49,1,350.47,Cluster #1
122,3,195.05,Cluster #1
240,2,554.83,Cluster #1
304,1,202.62,Cluster #1
51,1,47.44,Cluster #1
13,3,692.9,Cluster #0
24,1,455.45,Cluster #0
6,2,747.43,Cluster #0
10,4,1911.75,Cluster #2
73,1,75.75,Cluster #1
10,7,1267.07,Cluster #2
161,2,219.39999999999998,Cluster #1
129,2,340.3,Cluster #1
23,4,1243.34,Cluster #0
28,9,1592.27,Cluster #2
11,1,285.56,Cluster #0
23,2,464.51,Cluster #0
268,1,60.2,Cluster #1
78,1,114.3,Cluster #1
111,2,635.49,Cluster #0
365,1,58.8,Cluster #1
28,10,2037.45,Cluster #2
211,3,810.7900000000001,Cluster #0
57,1,82.11,Cluster #1
52,3,1224.6000000000001,Cluster #0
130,1,781.49,Cluster #1
13,1,166.08,Cluster #0
3,10,3623.63,Cluster #2
17,12,4274.92,Cluster #2
30,3,531.22,Cluster #0
269,1,80.65,Cluster #1
2,7,1342.44,Cluster #2
65,5,1177.25,Cluster #0
17,2,200.22,Cluster #0
9,12,2354.81,Cluster #2
133,1,186.05,Cluster #1
17,7,1542.3600000000001,Cluster #2
10,2,547.94,Cluster #0
57,1,65.34,Cluster #1
58,5,1708.07,Cluster #0
30,1,70.25,Cluster #1
34,7,880.52,Cluster #2
219,1,173.9,Cluster #1
7,4,1119.59,Cluster #0
42,2,2010.42,Cluster #0
58,5,1308.93,Cluster #0
66,2,271.32,Cluster #1
10,29,13384.17,Cluster #2
50,5,1010.2,Cluster #0
27,20,3212.33,Cluster #2
255,1,298.11,Cluster #1
44,2,892.86,Cluster #0
15,1,151.4,Cluster #0
2,6,2353.4900000000002,Cluster #2
35,1,201.01,Cluster #1
8,7,2535.26,Cluster #2
72,6,3487.01,Cluster #2
22,15,3287.92,Cluster #2
350,2,242.70000000000002,Cluster #1
119,4,611.04,Cluster #0
129,1,166.47,Cluster #1
133,1,251.92000000000002,Cluster #1
123,2,607.94,Cluster #1
30,8,1751.63,Cluster #2
228,1,298.25,Cluster #1
252,1,154.95,Cluster #1
8,4,2135.39,Cluster #2
244,1,193.65,Cluster #1
22,4,1016.99,Cluster #0
27,3,798.74,Cluster #0
160,2,729.99,Cluster #1
22,8,1412.72,Cluster #2
36,16,6204.09,Cluster #2
177,2,50.400000000000006,Cluster #1
179,2,258.58,Cluster #1
161,1,58.25,Cluster #1
2,2,369.8,Cluster #0
36,1,403.21,Cluster #0
312,1,153.0,Cluster #1
21,10,4455.29,Cluster #2
224,1,113.85,Cluster #1
29,15,3669.72,Cluster #2
18,4,860.54,Cluster #0
88,4,1560.26,Cluster #0
164,2,163.9,Cluster #1
63,3,820.2,Cluster #0
8,11,2946.2799999999997,Cluster #2
7,1,923.35,Cluster #0
57,2,2026.0,Cluster #0
20,12,3572.98,Cluster #2
71,4,871.06,Cluster #0
364,1,222.52,Cluster #1
30,2,471.63,Cluster #0
45,3,567.91,Cluster #0
29,18,11412.16,Cluster #2
1,2,215.59,Cluster #0
1,2,137.64000000000001,Cluster #0
11,4,1351.81,Cluster #0
3,7,2131.35,Cluster #2
105,2,200.86,Cluster #1
17,5,1046.26,Cluster #0
232,1,74.8,Cluster #1
104,1,71.4,Cluster #1
170,2,478.95,Cluster #1
28,8,1103.62,Cluster #2
29,4,947.01,Cluster #0
6,28,4036.85,Cluster #2
11,8,3130.05,Cluster #2
9,3,680.49,Cluster #0
13,2,218.25,Cluster #0
24,1,285.64,Cluster #0
255,1,15.0,Cluster #1
42,2,725.62,Cluster #0
150,3,263.83,Cluster #1
7,1,262.95,Cluster #0
25,2,958.44,Cluster #0
4,10,3311.63,Cluster #2
190,3,286.57,Cluster #1
48,2,213.71,Cluster #1
2,2,134.32,Cluster #0
88,4,997.42,Cluster #0
246,1,56.4,Cluster #1
16,3,647.41,Cluster #0
13,3,494.86,Cluster #0
151,1,62.17,Cluster #1
64,2,274.97,Cluster #1
45,1,123.44,Cluster #1
77,2,238.67,Cluster #1
144,4,1677.94,Cluster #0
121,1,8.2,Cluster #1
273,1,191.65,Cluster #1
18,14,1653.5,Cluster #2
21,1,106.1,Cluster #1
17,1,172.32,Cluster #0
171,2,311.48,Cluster #1
32,4,585.95,Cluster #0
14,3,644.63,Cluster #0
14,10,2538.96,Cluster #2
29,9,964.16,Cluster #2
74,3,1145.07,Cluster #0
65,1,211.83,Cluster #1
3,1,445.11,Cluster #0
8,4,729.45,Cluster #0
3,37,5452.81,Cluster #2
4,4,579.61,Cluster #0
6,5,1221.03,Cluster #2
28,4,36.56,Cluster #1
269,1,51.25,Cluster #1
63,6,676.81,Cluster #0
43,1,235.84,Cluster #1
234,4,1388.64,Cluster #0
14,4,902.02,Cluster #0
290,1,765.34,Cluster #1
253,2,165.65,Cluster #1
25,1,35.400000000000006,Cluster #1
41,1,148.53,Cluster #1
1,2,189.7,Cluster #0
39,1,110.21000000000001,Cluster #1
34,8,1101.23,Cluster #2
18,5,1870.56,Cluster #2
34,1,338.8,Cluster #0
1,119,30571.57,Cluster #2
295,1,178.63,Cluster #1
98,1,51.559999999999995,Cluster #1
140,6,331.02,Cluster #0
255,3,64.60000000000001,Cluster #1
364,34,4462.16,Cluster #2
3,2,114.34,Cluster #0
177,2,120.01,Cluster #1
364,1,199.02,Cluster #1
225,2,131.0,Cluster #1
350,1,5.5,Cluster #1
45,8,1672.24,Cluster #2
296,1,124.81,Cluster #1
360,1,221.0,Cluster #1
16,7,1255.32,Cluster #2
315,1,260.0,Cluster #1
51,6,2891.44,Cluster #2
4,3,523.28,Cluster #0
22,18,6390.820000000001,Cluster #2
134,1,170.8,Cluster #1
22,3,240.77,Cluster #0
99,5,275.03,Cluster #0
6,10,1076.57,Cluster #2
196,1,131.42000000000002,Cluster #1
72,5,1083.46,Cluster #0
177,6,527.07,Cluster #0
162,1,158.01,Cluster #1
35,1,244.83,Cluster #1
165,1,154.67,Cluster #1
356,1,387.82,Cluster #1
296,1,133.35000000000002,Cluster #1
6,3,340.85,Cluster #0
303,3,454.59,Cluster #1
4,1,173.44,Cluster #0
23,3,498.56,Cluster #0
121,1,47.05,Cluster #1
51,6,402.47,Cluster #0
204,2,162.42,Cluster #1
314,2,523.77,Cluster #1
153,1,203.85999999999999,Cluster #1
49,2,121.1,Cluster #1
217,1,71.35000000000001,Cluster #1
63,8,905.76,Cluster #2
36,1,82.91,Cluster #1
164,3,405.35,Cluster #1
77,2,138.14,Cluster #1
151,1,95.59,Cluster #1
182,2,97.19999999999999,Cluster #1
21,1,41.78,Cluster #1
13,1,102.22,Cluster #0
148,3,339.84000000000003,Cluster #1
239,1,55.95,Cluster #1
365,1,229.45,Cluster #1
1,1,294.35,Cluster #0
302,5,195.13,Cluster #1
50,2,342.34,Cluster #0
37,3,324.33,Cluster #0
80,1,615.48,Cluster #1
3,15,3048.85,Cluster #2
55,4,775.67,Cluster #0
3,4,703.38,Cluster #0
125,2,309.23,Cluster #1
37,2,155.56,Cluster #1
300,1,196.20000000000002,Cluster #1
27,5,707.4,Cluster #0
125,2,255.0,Cluster #1
20,3,1188.92,Cluster #0
50,1,307.68,Cluster #1
130,2,137.29,Cluster #1
23,3,105.0,Cluster #0
151,1,99.14,Cluster #1
225,2,79.78,Cluster #1
29,1,136.68,Cluster #1
142,2,47.58,Cluster #1
64,3,365.15,Cluster #0
31,3,208.38000000000002,Cluster #0
60,10,1743.2,Cluster #2
211,2,55.599999999999994,Cluster #1
58,1,96.25,Cluster #1
108,1,136.16,Cluster #1
163,1,73.78,Cluster #1
13,37,858.24,Cluster #2
134,1,82.44,Cluster #1
23,2,334.74,Cluster #0
29,14,2084.05,Cluster #2
143,2,155.43,Cluster #1
363,1,95.22,Cluster #1
365,1,269.4,Cluster #1
158,2,63.45,Cluster #1
202,1,299.13,Cluster #1
233,1,97.39,Cluster #1
43,1,299.48,Cluster #1
16,3,687.9,Cluster #0
7,13,3828.05,Cluster #2
364,1,314.04,Cluster #1
21,1,95.29,Cluster #1
357,1,129.5,Cluster #1
27,4,601.73,Cluster #0
157,3,228.15,Cluster #1
137,1,131.68,Cluster #1
14,1,574.95,Cluster #0
48,1,20.8,Cluster #1
177,1,123.92999999999999,Cluster #1
3,7,99.92,Cluster #0
228,3,585.84,Cluster #1
217,2,67.85,Cluster #1
113,4,549.43,Cluster #0
273,1,23.6,Cluster #1
66,8,1272.31,Cluster #2
29,2,336.46,Cluster #0
4,2,275.03000000000003,Cluster #0
354,1,115.97,Cluster #1
39,1,89.02,Cluster #1
15,1,251.53000000000003,Cluster #0
62,4,71.53,Cluster #1
227,1,182.29,Cluster #1
248,1,61.6,Cluster #1
365,1,92.84,Cluster #1
147,2,129.81,Cluster #1
20,1,150.52,Cluster #0
24,5,955.5,Cluster #0
100,2,53.589999999999996,Cluster #1
43,1,28.5,Cluster #1
27,1,597.64,Cluster #0
144,1,67.63,Cluster #1
90,1,115.31,Cluster #1
34,1,12.7,Cluster #1
326,1,73.5,Cluster #1
57,1,75.97,Cluster #1
13,2,347.04,Cluster #0
27,3,257.44,Cluster #0
24,3,405.62,Cluster #0
146,6,33.17,Cluster #1
11,2,340.20000000000005,Cluster #0
3,21,2982.09,Cluster #2
45,1,93.35,Cluster #1
16,3,456.81,Cluster #0
28,9,1177.8,Cluster #2
37,1,156.15,Cluster #1
195,2,95.97,Cluster #1
351,1,74.4,Cluster #1
62,1,283.02,Cluster #1
31,9,4734.1900000000005,Cluster #2
280,1,293.7,Cluster #1
1,1,6.959999999999999,Cluster #1
15,3,290.56,Cluster #0
13,10,1053.39,Cluster #2
165,3,282.45,Cluster #1
125,1,48.0,Cluster #1
78,11,1557.47,Cluster #2
67,1,318.0,Cluster #1
32,1,319.03,Cluster #0
18,5,1879.85,Cluster #2
249,2,369.4,Cluster #1
177,1,247.44,Cluster #1
106,11,725.3000000000001,Cluster #2
365,1,185.3,Cluster #1
15,10,2141.4900000000002,Cluster #2
25,10,2198.21,Cluster #2
209,2,185.98,Cluster #1
37,3,610.51,Cluster #0
28,3,290.58000000000004,Cluster #0
17,1,585.41,Cluster #0
322,2,689.95,Cluster #1
266,1,101.34,Cluster #1
53,1,133.67000000000002,Cluster #1
30,8,2476.12,Cluster #2
112,2,398.59999999999997,Cluster #1
73,6,1705.46,Cluster #2
304,2,283.8,Cluster #1
3,3,766.73,Cluster #0
118,5,1435.42,Cluster #0
119,1,160.35999999999999,Cluster #1
3,2,163.95,Cluster #0
27,12,4801.26,Cluster #2
29,1,424.64,Cluster #0
29,1,103.53,Cluster #1
321,1,196.9,Cluster #1
246,1,201.2,Cluster #1
6,23,2946.07,Cluster #2
11,1,218.4,Cluster #0
4,2,198.52,Cluster #0
282,1,137.9,Cluster #1
59,8,1099.07,Cluster #2
17,1,225.74,Cluster #0
2,26,4672.75,Cluster #2
359,1,140.51,Cluster #1
206,1,75.35,Cluster #1
141,2,635.6,Cluster #1
14,5,1230.83,Cluster #2
16,2,389.16,Cluster #0
21,4,1035.31,Cluster #0
52,1,198.57999999999998,Cluster #1
11,3,258.74,Cluster #0
235,1,99.80000000000001,Cluster #1
7,3,941.16,Cluster #0
20,4,206.25,Cluster #0
55,3,767.33,Cluster #0
287,1,67.80000000000001,Cluster #1
9,6,3112.86,Cluster #2
207,1,134.4,Cluster #1
108,2,895.8100000000001,Cluster #0
22,11,912.1500000000001,Cluster #2
4,4,2761.12,Cluster #2
132,2,160.35000000000002,Cluster #1
37,2,147.83999999999997,Cluster #1
42,3,323.7,Cluster #0
24,3,566.58,Cluster #0
126,2,560.7,Cluster #1
35,1,207.73999999999998,Cluster #1
67,3,351.46,Cluster #0
4,2,698.49,Cluster #0
1,2,453.4,Cluster #0
293,1,257.25,Cluster #1
49,2,499.06,Cluster #0
7,5,1281.32,Cluster #2
29,1,337.40000000000003,Cluster #0
169,1,177.66,Cluster #1
15,3,1259.46,Cluster #0
167,6,863.68,Cluster #0
52,1,151.65,Cluster #1
25,3,490.51,Cluster #0
50,5,675.6800000000001,Cluster #0
22,15,4039.5,Cluster #2
78,4,884.98,Cluster #0
350,1,419.05,Cluster #1
23,6,1279.02,Cluster #2
120,4,1521.22,Cluster #0
1,5,1233.24,Cluster #2
51,5,1357.25,Cluster #0
16,1,340.35,Cluster #0
219,2,512.87,Cluster #1
241,1,214.25,Cluster #1
7,3,1344.72,Cluster #0
69,2,891.34,Cluster #0
184,2,219.16000000000003,Cluster #1
253,1,37.4,Cluster #1
63,1,698.82,Cluster #0
157,1,208.91,Cluster #1
87,2,588.43,Cluster #0
23,15,1747.39,Cluster #2
97,1,163.8,Cluster #1
191,3,1058.99,Cluster #0
149,1,126.07,Cluster #1
63,3,1673.55,Cluster #0
28,2,408.86,Cluster #0
20,1,139.10000000000002,Cluster #1
1,5,1796.78,Cluster #2
17,5,515.0699999999999,Cluster #0
318,1,207.82,Cluster #1
228,1,232.48000000000002,Cluster #1
81,1,266.34000000000003,Cluster #1
23,1,360.85,Cluster #0
21,2,515.67,Cluster #0
203,2,299.0,Cluster #1
34,9,1432.55,Cluster #2
14,5,913.82,Cluster #0
84,1,333.87,Cluster #1
31,13,4902.6,Cluster #2
255,1,158.95000000000002,Cluster #1
13,11,3918.23,Cluster #2
36,11,4400.21,Cluster #2
209,1,30.0,Cluster #1
48,2,760.0,Cluster #0
3,20,3664.7,Cluster #2
1,7,2032.9,Cluster #2
184,5,1492.02,Cluster #0
73,4,533.57,Cluster #0
63,3,1477.78,Cluster #0
21,6,818.64,Cluster #2
57,4,693.8199999999999,Cluster #0
210,5,1457.81,Cluster #0
38,1,125.58000000000001,Cluster #1
1,17,1786.64,Cluster #2
64,4,1629.92,Cluster #0
141,6,1481.08,Cluster #0
225,1,29.5,Cluster #1
114,2,599.84,Cluster #0
9,1,81.66,Cluster #0
302,1,270.62,Cluster #1
42,2,385.67,Cluster #0
81,1,103.3,Cluster #1
31,8,2012.26,Cluster #2
16,3,2203.6000000000004,Cluster #0
164,6,2127.31,Cluster #0
35,2,314.29,Cluster #0
132,1,149.48,Cluster #1
17,3,1042.4,Cluster #0
64,2,609.11,Cluster #0
358,1,168.6,Cluster #1
30,2,244.9,Cluster #0
37,5,2427.08,Cluster #2
249,1,51.0,Cluster #1
22,1,163.17,Cluster #0
35,1,213.46,Cluster #1
50,1,110.38,Cluster #1
65,1,173.9,Cluster #1
269,1,137.0,Cluster #1
172,1,46.92,Cluster #1
118,1,60.790000000000006,Cluster #1
1,15,1843.98,Cluster #2
34,3,960.76,Cluster #0
