Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Sum,Segment
48,3,1331.97,3,3,4,10,Loyal Customers
65,14,1463.24,2,4,4,10,Loyal Customers
91,2,517.8199999999999,2,2,3,7,Potential Loyalist
29,1,459.5,3,1,3,7,Potential Loyalist
50,3,399.14,2,3,2,7,Potential Loyalist
246,1,821.49,1,1,3,5,At Risk
62,3,1490.08,2,3,4,9,Loyal Customers
36,4,802.09,3,3,3,9,Loyal Customers
42,1,49.97,3,1,1,5,At Risk
56,1,300.23,2,1,2,5,At Risk
17,5,717.84,4,4,3,11,Champions
25,3,1022.21,3,3,3,9,Loyal Customers
50,2,317.8,2,2,2,6,At Risk
64,4,735.0,2,3,3,8,Potential Loyalist
295,1,80.70000000000002,1,1,1,3,Lost
38,1,108.83999999999999,3,1,1,5,At Risk
9,8,2953.07,4,4,4,12,Champions
30,2,278.04,3,2,2,7,Potential Loyalist
11,2,206.94,4,2,2,8,Potential Loyalist
178,2,109.71000000000001,1,2,1,4,Lost
43,1,110.8,3,1,1,5,At Risk
78,9,1881.4,2,4,4,10,Loyal Customers
128,5,712.24,2,4,3,9,Loyal Customers
37,20,7959.7,3,4,4,11,Champions
10,1,174.6,4,1,1,6,At Risk
7,5,1187.08,4,4,4,12,Champions
32,8,766.8100000000001,3,4,3,10,Loyal Customers
4,7,2769.61,4,4,4,12,Champions
104,3,508.44,2,3,3,8,Potential Loyalist
17,2,42.44,4,2,1,7,Potential Loyalist
58,3,334.8,2,3,2,7,Potential Loyalist
32,3,460.18,3,3,3,9,Loyal Customers
93,1,163.18,2,1,1,4,Lost
14,14,2091.66,4,4,4,12,Champions
269,2,119.4,1,2,1,4,Lost
24,1,337.34000000000003,3,1,2,6,At Risk
6,2,302.93,4,2,2,8,Potential Loyalist
55,7,1584.3500000000001,2,4,4,10,Loyal Customers
9,1,234.31,4,1,2,7,Potential Loyalist
361,1,306.43,1,1,2,4,Lost
304,4,216.19,1,3,2,6,At Risk
190,4,425.76000000000005,1,3,2,6,At Risk
25,1,121.06,3,1,1,5,At Risk
85,1,258.55,2,1,2,5,At Risk
52,1,104.5,2,1,1,4,Lost
72,1,91.81,2,1,1,4,Lost
148,2,360.47,1,2,2,5,At Risk
218,1,407.16,1,1,2,4,Lost
245,2,255.60000000000002,1,2,2,5,At Risk
141,1,21.85,2,1,1,4,Lost
186,2,96.43,1,2,1,4,Lost
218,4,557.44,1,3,3,7,Potential Loyalist
360,1,43.5,1,1,1,3,Lost
15,1,351.11,4,1,2,7,Potential Loyalist
8,3,284.91,4,3,2,9,Loyal Customers
1,7,2050.44,4,4,4,12,Champions
11,7,1247.79,4,4,4,12,Champions
168,2,448.02,1,2,2,5,At Risk
165,1,191.94,1,1,1,3,Lost
7,7,1024.18,4,4,3,11,Champions
170,2,254.67000000000002,1,2,2,5,At Risk
8,7,1091.72,4,4,3,11,Champions
239,1,60.550000000000004,1,1,1,3,Lost
182,2,334.23,1,2,2,5,At Risk
11,2,589.44,4,2,3,9,Loyal Customers
146,4,158.55,1,3,1,5,At Risk
164,1,164.06,1,1,1,3,Lost
365,1,208.10000000000002,1,1,2,4,Lost
364,1,78.3,1,1,1,3,Lost
186,1,168.9,1,1,1,3,Lost
59,1,393.63,2,1,2,5,At Risk
80,7,1386.83,2,4,4,10,Loyal Customers
13,3,1035.05,4,3,3,10,Loyal Customers
231,1,91.04,1,1,1,3,Lost
56,1,145.35,2,1,1,4,Lost
104,5,297.58,2,4,2,8,Potential Loyalist
81,11,834.16,2,4,3,9,Loyal Customers
125,1,255.54,2,1,2,5,At Risk
268,1,149.9,1,1,1,3,Lost
357,1,13.6,1,1,1,3,Lost
74,1,349.64,2,1,2,5,At Risk
35,1,620.84,3,1,3,7,Potential Loyalist
8,2,349.6,4,2,2,8,Potential Loyalist
23,4,1607.71,3,3,4,10,Loyal Customers
277,1,321.02,1,1,2,4,Lost
25,4,694.7,3,3,3,9,Loyal Customers
7,8,958.03,4,4,3,11,Champions
16,14,3714.51,4,4,4,12,Champions
23,1,399.04,3,1,2,6,At Risk
66,1,87.85,2,1,1,4,Lost
11,2,434.36,4,2,2,8,Potential Loyalist
9,4,788.77,4,3,3,10,Loyal Customers
15,2,373.43,4,2,2,8,Potential Loyalist
41,2,237.3,3,2,2,7,Potential Loyalist
295,1,314.1,1,1,2,4,Lost
44,7,273.05,3,4,2,9,Loyal Customers
358,1,34.4,1,1,1,3,Lost
31,7,2880.81,3,4,4,11,Champions
76,1,371.01,2,1,2,5,At Risk
157,2,379.08,1,2,2,5,At Risk
9,2,633.32,4,2,3,9,Loyal Customers
69,1,942.58,2,1,3,6,At Risk
80,3,1250.0,2,3,4,9,Loyal Customers
16,8,2328.48,4,4,4,12,Champions
14,4,1129.81,4,3,4,11,Champions
92,7,1475.26,2,4,4,10,Loyal Customers
115,2,569.1800000000001,2,2,3,7,Potential Loyalist
22,1,126.11999999999999,3,1,1,5,At Risk
4,5,524.95,4,4,3,11,Champions
11,1,113.38,4,1,1,6,At Risk
36,2,604.01,3,2,3,8,Potential Loyalist
8,5,2104.14,4,4,4,12,Champions
46,1,355.17,3,1,2,6,At Risk
80,6,796.48,2,4,3,9,Loyal Customers
28,5,2473.86,3,4,4,11,Champions
21,5,1628.8700000000001,3,4,4,11,Champions
4,4,506.74,4,3,3,10,Loyal Customers
203,1,101.4,1,1,1,3,Lost
39,4,1600.75,3,3,4,10,Loyal Customers
15,3,428.26,4,3,2,9,Loyal Customers
14,4,685.76,4,3,3,10,Loyal Customers
237,3,407.5,1,3,2,6,At Risk
21,15,2886.19,3,4,4,11,Champions
27,3,984.87,3,3,3,9,Loyal Customers
10,6,703.3,4,4,3,11,Champions
29,3,570.13,3,3,3,9,Loyal Customers
18,2,449.90999999999997,3,2,2,7,Potential Loyalist
6,7,1140.71,4,4,4,12,Champions
39,1,172.03,3,1,1,5,At Risk
31,2,332.46,3,2,2,7,Potential Loyalist
38,9,2397.83,3,4,4,11,Champions
8,3,707.01,4,3,3,10,Loyal Customers
252,1,549.4300000000001,1,1,3,5,At Risk
38,3,548.86,3,3,3,9,Loyal Customers
4,1,224.6,4,1,2,7,Potential Loyalist
21,1,423.15999999999997,3,1,2,6,At Risk
35,1,236.09,3,1,2,6,At Risk
129,3,64.75,2,3,1,6,At Risk
57,16,1324.35,2,4,4,10,Loyal Customers
301,1,312.85,1,1,2,4,Lost
84,2,435.09000000000003,2,2,2,6,At Risk
25,19,6575.58,3,4,4,11,Champions
188,3,407.1,1,3,2,6,At Risk
79,2,607.69,2,2,3,7,Potential Loyalist
261,3,675.4200000000001,1,3,3,7,Potential Loyalist
169,2,353.53000000000003,1,2,2,5,At Risk
57,3,1018.86,2,3,3,8,Potential Loyalist
13,5,1115.07,4,4,4,12,Champions
29,4,598.74,3,3,3,9,Loyal Customers
111,4,1133.4,2,3,4,9,Loyal Customers
365,2,256.44,1,2,2,5,At Risk
32,3,1010.97,3,3,3,9,Loyal Customers
165,1,77.48,1,1,1,3,Lost
46,1,303.54,3,1,2,6,At Risk
24,2,1075.45,3,2,3,8,Potential Loyalist
137,1,608.5600000000001,2,1,3,6,At Risk
212,1,78.0,1,1,1,3,Lost
37,1,490.0,3,1,3,7,Potential Loyalist
8,7,1955.47,4,4,4,12,Champions
57,6,1310.21,2,4,4,10,Loyal Customers
1,4,571.52,4,3,3,10,Loyal Customers
252,1,335.32,1,1,2,4,Lost
357,1,322.79,1,1,2,4,Lost
8,5,1086.57,4,4,3,11,Champions
14,2,852.15,4,2,3,9,Loyal Customers
36,1,299.29,3,1,2,6,At Risk
280,1,138.15,1,1,1,3,Lost
14,8,1841.98,4,4,4,12,Champions
275,1,79.2,1,1,1,3,Lost
8,3,98.34,4,3,1,8,Potential Loyalist
73,2,217.16,2,2,2,6,At Risk
48,5,2328.85,3,4,4,11,Champions
92,2,606.14,2,2,3,7,Potential Loyalist
291,1,397.58,1,1,2,4,Lost
15,5,852.4,4,4,3,11,Champions
51,5,794.0600000000001,2,4,3,9,Loyal Customers
146,2,315.06,1,2,2,5,At Risk
106,3,752.5600000000001,2,3,3,8,Potential Loyalist
98,1,17.0,2,1,1,4,Lost
3,4,847.93,4,3,3,10,Loyal Customers
256,1,124.62,1,1,1,3,Lost
232,1,110.4,1,1,1,3,Lost
79,7,1107.51,2,4,4,10,Loyal Customers
42,3,731.9,3,3,3,9,Loyal Customers
62,1,1261.7,2,1,4,7,Potential Loyalist
34,3,1562.74,3,3,4,10,Loyal Customers
71,4,644.6,2,3,3,8,Potential Loyalist
53,1,243.56,2,1,2,5,At Risk
240,1,165.6,1,1,1,3,Lost
57,1,108.38,2,1,1,4,Lost
20,6,577.9000000000001,3,4,3,10,Loyal Customers
76,1,811.58,2,1,3,6,At Risk
210,2,208.32,1,2,2,5,At Risk
37,3,1248.68,3,3,4,10,Loyal Customers
135,2,100.7,2,2,1,5,At Risk
175,1,110.15,1,1,1,3,Lost
162,1,135.75000000000003,1,1,1,3,Lost
1,8,1519.47,4,4,4,12,Champions
203,1,446.98,1,1,2,4,Lost
181,1,195.31,1,1,1,3,Lost
64,1,250.08,2,1,2,5,At Risk
51,3,588.1,2,3,3,8,Potential Loyalist
49,2,829.96,3,2,3,8,Potential Loyalist
65,4,342.18,2,3,2,7,Potential Loyalist
43,1,254.88,3,1,2,6,At Risk
309,1,113.4,1,1,1,3,Lost
359,1,273.45,1,1,2,4,Lost
21,4,4571.2300000000005,3,3,4,10,Loyal Customers
31,1,656.25,3,1,3,7,Potential Loyalist
9,5,1819.27,4,4,4,12,Champions
43,5,1984.6399999999999,3,4,4,11,Champions
8,28,5131.47,4,4,4,12,Champions
13,2,586.29,4,2,3,9,Loyal Customers
254,1,313.7,1,1,2,4,Lost
51,3,535.94,2,3,3,8,Potential Loyalist
10,3,635.41,4,3,3,10,Loyal Customers
57,2,501.9,2,2,3,7,Potential Loyalist
80,1,430.70000000000005,2,1,2,5,At Risk
241,1,356.04,1,1,2,4,Lost
100,5,1472.6100000000001,2,4,4,10,Loyal Customers
32,10,2867.96,3,4,4,11,Champions
195,2,557.13,1,2,3,6,At Risk
125,1,243.08,2,1,2,5,At Risk
134,1,154.56,2,1,1,4,Lost
34,5,1841.32,3,4,4,11,Champions
260,1,712.46,1,1,3,5,At Risk
41,5,1463.53,3,4,4,11,Champions
16,8,2597.9300000000003,4,4,4,12,Champions
7,3,369.95000000000005,4,3,2,9,Loyal Customers
273,1,348.2,1,1,2,4,Lost
57,1,173.09999999999997,2,1,1,4,Lost
6,18,4488.3,4,4,4,12,Champions
244,1,11.9,1,1,1,3,Lost
357,1,50.1,1,1,1,3,Lost
9,3,678.54,4,3,3,10,Loyal Customers
2,23,1838.22,4,4,4,12,Champions
21,3,1333.68,3,3,4,10,Loyal Customers
42,6,1598.52,3,4,4,11,Champions
51,1,73.2,2,1,1,4,Lost
87,5,1091.31,2,4,3,9,Loyal Customers
7,6,1216.6200000000001,4,4,4,12,Champions
118,2,313.0,2,2,2,6,At Risk
86,4,885.09,2,3,3,8,Potential Loyalist
42,1,179.35,3,1,1,5,At Risk
130,1,150.1,2,1,1,4,Lost
52,1,177.58,2,1,1,4,Lost
92,8,1928.33,2,4,4,10,Loyal Customers
65,1,163.94,2,1,1,4,Lost
64,1,72.8,2,1,1,4,Lost
59,1,338.71000000000004,2,1,2,5,At Risk
55,6,722.58,2,4,3,9,Loyal Customers
8,2,473.26,4,2,3,9,Loyal Customers
14,12,3643.08,4,4,4,12,Champions
23,15,5428.56,3,4,4,11,Champions
36,4,910.87,3,3,3,9,Loyal Customers
7,2,125.57999999999998,4,2,1,7,Potential Loyalist
32,1,94.99000000000001,3,1,1,5,At Risk
15,10,2536.36,4,4,4,12,Champions
228,1,280.63,1,1,2,4,Lost
67,1,286.281,2,1,2,5,At Risk
156,1,416.27,1,1,2,4,Lost
13,3,1284.6,4,3,4,11,Champions
352,1,247.52,1,1,2,4,Lost
50,4,592.9,2,3,3,8,Potential Loyalist
15,1,405.71,4,1,2,7,Potential Loyalist
22,4,613.68,3,3,3,9,Loyal Customers
46,4,502.71000000000004,3,3,3,9,Loyal Customers
17,1,310.38,4,1,2,7,Potential Loyalist
36,2,534.06,3,2,3,8,Potential Loyalist
80,4,744.28,2,3,3,8,Potential Loyalist
1,13,1563.52,4,4,4,12,Champions
80,1,329.22,2,1,2,5,At Risk
11,2,552.09,4,2,3,9,Loyal Customers
70,1,82.5,2,1,1,4,Lost
162,3,653.45,1,3,3,7,Potential Loyalist
72,1,186.9,2,1,1,4,Lost
259,1,605.88,1,1,3,5,At Risk
227,2,288.45000000000005,1,2,2,5,At Risk
21,5,1186.38,3,4,4,11,Champions
28,3,672.08,3,3,3,9,Loyal Customers
310,1,677.9200000000001,1,1,3,5,At Risk
48,4,1072.85,3,3,3,9,Loyal Customers
36,5,1077.8700000000001,3,4,3,10,Loyal Customers
195,3,181.20000000000002,1,3,1,5,At Risk
217,1,314.22,1,1,2,4,Lost
79,2,836.6,2,2,3,7,Potential Loyalist
181,2,516.53,1,2,3,6,At Risk
35,4,795.88,3,3,3,9,Loyal Customers
63,2,373.38,2,2,2,6,At Risk
32,4,595.71,3,3,3,9,Loyal Customers
70,1,416.3,2,1,2,5,At Risk
48,2,363.2,3,2,2,7,Potential Loyalist
16,2,2055.47,4,2,4,10,Loyal Customers
1,13,2304.71,4,4,4,12,Champions
10,6,2695.52,4,4,4,12,Champions
25,2,227.4,3,2,2,7,Potential Loyalist
203,2,1475.05,1,2,4,7,Potential Loyalist
15,3,1217.76,4,3,4,11,Champions
162,1,56.28,1,1,1,3,Lost
53,1,152.94,2,1,1,4,Lost
44,5,1103.39,3,4,3,10,Loyal Customers
253,2,373.54,1,2,2,5,At Risk
58,2,2191.18,2,2,4,8,Potential Loyalist
8,8,2180.61,4,4,4,12,Champions
258,1,169.95000000000002,1,1,1,3,Lost
37,5,3245.31,3,4,4,11,Champions
42,1,427.45000000000005,3,1,2,6,At Risk
9,4,615.38,4,3,3,10,Loyal Customers
1,9,4018.51,4,4,4,12,Champions
65,7,607.99,2,4,3,9,Loyal Customers
62,2,495.2,2,2,3,7,Potential Loyalist
345,1,685.99,1,1,3,5,At Risk
7,4,1246.45,4,3,4,11,Champions
108,1,411.7,2,1,2,5,At Risk
365,1,201.65,1,1,1,3,Lost
188,1,322.12,1,1,2,4,Lost
168,1,177.0,1,1,1,3,Lost
92,1,211.03,2,1,2,5,At Risk
13,3,1399.8,4,3,4,11,Champions
64,1,121.5,2,1,1,4,Lost
331,1,129.75,1,1,1,3,Lost
60,4,1081.44,2,3,3,8,Potential Loyalist
23,2,771.13,3,2,3,8,Potential Loyalist
161,1,125.22000000000001,1,1,1,3,Lost
113,1,282.35,2,1,2,5,At Risk
13,10,1877.74,4,4,4,12,Champions
1,4,967.26,4,3,3,10,Loyal Customers
260,1,277.34000000000003,1,1,2,4,Lost
14,3,385.2,4,3,2,9,Loyal Customers
118,1,233.22,2,1,2,5,At Risk
17,3,3904.43,4,3,4,11,Champions
130,1,361.21999999999997,2,1,2,5,At Risk
205,6,585.17,1,4,3,8,Potential Loyalist
98,2,666.77,2,2,3,7,Potential Loyalist
9,2,568.89,4,2,3,9,Loyal Customers
41,1,134.12,3,1,1,5,At Risk
322,1,155.52,1,1,1,3,Lost
56,7,1803.72,2,4,4,10,Loyal Customers
111,3,1055.63,2,3,3,8,Potential Loyalist
27,1,304.75,3,1,2,6,At Risk
209,1,404.40000000000003,1,1,2,4,Lost
164,2,922.64,1,2,3,6,At Risk
64,5,346.8,2,4,2,8,Potential Loyalist
28,1,193.18,3,1,1,5,At Risk
120,3,389.98,2,3,2,7,Potential Loyalist
38,3,560.74,3,3,3,9,Loyal Customers
7,13,1222.27,4,4,4,12,Champions
6,6,3194.01,4,4,4,12,Champions
9,3,122.66,4,3,1,8,Potential Loyalist
20,7,1242.3,3,4,4,11,Champions
28,1,133.15,3,1,1,5,At Risk
149,1,199.85,1,1,1,3,Lost
276,1,30.45,1,1,1,3,Lost
99,1,480.2,2,1,3,6,At Risk
16,4,1040.37,4,3,3,10,Loyal Customers
67,4,193.96,2,3,1,6,At Risk
7,2,310.78,4,2,2,8,Potential Loyalist
150,1,101.10000000000001,1,1,1,3,Lost
36,1,421.76,3,1,2,6,At Risk
3,2,660.7800000000001,4,2,3,9,Loyal Customers
24,7,1147.95,3,4,4,11,Champions
282,1,12.65,1,1,1,3,Lost
13,4,932.7,4,3,3,10,Loyal Customers
324,1,153.9,1,1,1,3,Lost
9,2,494.44,4,2,3,9,Loyal Customers
9,16,2745.05,4,4,4,12,Champions
55,2,361.40000000000003,2,2,2,6,At Risk
189,3,211.77,1,3,2,6,At Risk
25,3,538.6800000000001,3,3,3,9,Loyal Customers
55,3,1594.3400000000001,2,3,4,9,Loyal Customers
86,7,365.28000000000003,2,4,2,8,Potential Loyalist
11,5,2335.22,4,4,4,12,Champions
1,4,716.8100000000001,4,3,3,10,Loyal Customers
24,5,684.08,3,4,3,10,Loyal Customers
45,1,75.36,3,1,1,5,At Risk
3,2,468.89,4,2,3,9,Loyal Customers
9,7,547.61,4,4,3,11,Champions
10,1,281.90000000000003,4,1,2,7,Potential Loyalist
29,2,700.58,3,2,3,8,Potential Loyalist
20,1,277.58000000000004,3,1,2,6,At Risk
10,3,1317.29,4,3,4,11,Champions
74,4,987.91,2,3,3,8,Potential Loyalist
25,2,283.68,3,2,2,7,Potential Loyalist
58,2,402.58,2,2,2,6,At Risk
9,1,670.23,4,1,3,8,Potential Loyalist
239,3,362.95,1,3,2,6,At Risk
10,3,1605.04,4,3,4,11,Champions
53,1,142.79,2,1,1,4,Lost
66,2,532.24,2,2,3,7,Potential Loyalist
81,2,502.2,2,2,3,7,Potential Loyalist
52,3,479.04,2,3,3,8,Potential Loyalist
20,2,287.7,3,2,2,7,Potential Loyalist
314,1,94.36,1,1,1,3,Lost
45,4,807.51,3,3,3,9,Loyal Customers
261,1,213.54,1,1,2,4,Lost
3,12,2724.39,4,4,4,12,Champions
48,5,786.44,3,4,3,10,Loyal Customers
52,5,1275.48,2,4,4,10,Loyal Customers
146,2,972.95,1,2,3,6,At Risk
11,2,326.55,4,2,2,8,Potential Loyalist
86,1,271.08,2,1,2,5,At Risk
6,11,2457.42,4,4,4,12,Champions
256,2,214.75,1,2,2,5,At Risk
304,1,177.5,1,1,1,3,Lost
62,1,296.45,2,1,2,5,At Risk
294,2,74.85,1,2,1,4,Lost
10,1,155.12,4,1,1,6,At Risk
4,9,1686.23,4,4,4,12,Champions
28,5,1743.04,3,4,4,11,Champions
11,2,206.7,4,2,2,8,Potential Loyalist
45,1,151.83,3,1,1,5,At Risk
48,1,247.25,3,1,2,6,At Risk
13,2,31.6,4,2,1,7,Potential Loyalist
36,1,191.7,3,1,1,5,At Risk
18,3,752.3,3,3,3,9,Loyal Customers
36,3,511.82,3,3,3,9,Loyal Customers
104,6,535.61,2,4,3,9,Loyal Customers
9,37,3487.44,4,4,4,12,Champions
16,1,268.78,4,1,2,7,Potential Loyalist
183,1,70.56,1,1,1,3,Lost
294,1,157.4,1,1,1,3,Lost
13,7,1130.29,4,4,4,12,Champions
255,2,166.06,1,2,1,4,Lost
98,1,4.95,2,1,1,4,Lost
49,1,200.05,3,1,1,5,At Risk
205,3,567.21,1,3,3,7,Potential Loyalist
56,1,111.0,2,1,1,4,Lost
20,1,120.66,3,1,1,5,At Risk
21,7,1202.85,3,4,4,11,Champions
18,4,598.79,3,3,3,9,Loyal Customers
21,4,2527.84,3,3,4,10,Loyal Customers
58,2,358.75,2,2,2,6,At Risk
219,2,349.38,1,2,2,5,At Risk
38,4,552.17,3,3,3,9,Loyal Customers
25,1,208.06,3,1,2,6,At Risk
197,1,2.9,1,1,1,3,Lost
127,1,119.66,2,1,1,4,Lost
190,1,163.39000000000001,1,1,1,3,Lost
189,2,606.54,1,2,3,6,At Risk
141,1,311.92,2,1,2,5,At Risk
79,1,266.97,2,1,2,5,At Risk
36,2,6.9,3,2,1,6,At Risk
55,7,1841.18,2,4,4,10,Loyal Customers
91,5,1407.32,2,4,4,10,Loyal Customers
210,1,161.56,1,1,1,3,Lost
6,17,3293.8,4,4,4,12,Champions
20,3,729.49,3,3,3,9,Loyal Customers
169,1,76.67,1,1,1,3,Lost
13,4,1295.48,4,3,4,11,Champions
11,3,1103.27,4,3,3,10,Loyal Customers
25,7,1375.92,3,4,4,11,Champions
15,4,548.18,4,3,3,10,Loyal Customers
43,4,674.52,3,3,3,9,Loyal Customers
266,1,223.95000000000002,1,1,2,4,Lost
156,3,289.16,1,3,2,6,At Risk
9,5,1637.49,4,4,4,12,Champions
135,3,417.7,2,3,2,7,Potential Loyalist
55,7,2450.7200000000003,2,4,4,10,Loyal Customers
17,2,251.26000000000002,4,2,2,8,Potential Loyalist
2,2,255.63,4,2,2,8,Potential Loyalist
67,1,416.57,2,1,2,5,At Risk
7,1,167.34,4,1,1,6,At Risk
184,1,95.7,1,1,1,3,Lost
165,2,376.8,1,2,2,5,At Risk
69,1,279.35,2,1,2,5,At Risk
25,3,290.3,3,3,2,8,Potential Loyalist
38,1,617.84,3,1,3,7,Potential Loyalist
71,4,1002.6,2,3,3,8,Potential Loyalist
288,1,723.93,1,1,3,5,At Risk
268,1,171.71,1,1,1,3,Lost
199,2,892.07,1,2,3,6,At Risk
41,6,2296.79,3,4,4,11,Champions
153,2,93.02,1,2,1,4,Lost
352,2,294.55,1,2,2,5,At Risk
8,4,183.12,4,3,1,8,Potential Loyalist
98,4,1124.28,2,3,4,9,Loyal Customers
17,1,470.34,4,1,3,8,Potential Loyalist
11,2,90.30000000000001,4,2,1,7,Potential Loyalist
288,1,169.50000000000003,1,1,1,3,Lost
364,1,178.54999999999998,1,1,1,3,Lost
13,3,699.26,4,3,3,10,Loyal Customers
11,2,662.7900000000001,4,2,3,9,Loyal Customers
44,5,1370.53,3,4,4,11,Champions
22,1,101.69999999999999,3,1,1,5,At Risk
269,1,154.75,1,1,1,3,Lost
53,2,376.07,2,2,2,6,At Risk
17,2,74.38,4,2,1,7,Potential Loyalist
178,3,912.72,1,3,3,7,Potential Loyalist
7,17,4558.91,4,4,4,12,Champions
8,25,3936.79,4,4,4,12,Champions
163,1,237.66,1,1,2,4,Lost
73,1,219.81,2,1,2,5,At Risk
182,1,391.65000000000003,1,1,2,4,Lost
14,7,1050.32,4,4,3,11,Champions
11,3,896.97,4,3,3,10,Loyal Customers
102,1,357.02000000000004,2,1,2,5,At Risk
211,3,1037.71,1,3,3,7,Potential Loyalist
45,1,119.62,3,1,1,5,At Risk
156,1,101.7,1,1,1,3,Lost
282,2,564.95,1,2,3,6,At Risk
2,10,3770.54,4,4,4,12,Champions
100,5,1934.1000000000001,2,4,4,10,Loyal Customers
87,3,426.38,2,3,2,7,Potential Loyalist
234,2,189.19000000000003,1,2,1,4,Lost
197,6,977.24,1,4,3,8,Potential Loyalist
34,3,742.8,3,3,3,9,Loyal Customers
27,2,269.39,3,2,2,7,Potential Loyalist
58,7,2316.6,2,4,4,10,Loyal Customers
16,2,174.1,4,2,1,7,Potential Loyalist
14,19,5871.49,4,4,4,12,Champions
18,2,652.66,3,2,3,8,Potential Loyalist
51,1,264.96,2,1,2,5,At Risk
45,1,324.5,3,1,2,6,At Risk
356,1,35.7,1,1,1,3,Lost
7,5,287.28000000000003,4,4,2,10,Loyal Customers
186,2,561.4,1,2,3,6,At Risk
7,9,2176.71,4,4,4,12,Champions
18,3,1249.37,3,3,4,10,Loyal Customers
119,3,855.55,2,3,3,8,Potential Loyalist
76,2,525.96,2,2,3,7,Potential Loyalist
63,1,409.14,2,1,2,5,At Risk
174,1,105.84,1,1,1,3,Lost
105,1,50.099999999999994,2,1,1,4,Lost
365,1,233.45,1,1,2,4,Lost
72,2,675.38,2,2,3,7,Potential Loyalist
240,1,361.95,1,1,2,4,Lost
224,1,127.85000000000001,1,1,1,3,Lost
63,3,459.24,2,3,3,8,Potential Loyalist
60,1,213.5,2,1,2,5,At Risk
4,15,2848.69,4,4,4,12,Champions
42,2,104.47999999999999,3,2,1,6,At Risk
67,1,123.44,2,1,1,4,Lost
53,1,341.96,2,1,2,5,At Risk
7,2,193.85000000000002,4,2,1,7,Potential Loyalist
277,1,145.04999999999998,1,1,1,3,Lost
8,5,436.5,4,4,2,10,Loyal Customers
32,1,163.01,3,1,1,5,At Risk
28,1,497.21,3,1,3,7,Potential Loyalist
66,2,465.97,2,2,3,7,Potential Loyalist
9,12,2374.72,4,4,4,12,Champions
7,7,4808.900000000001,4,4,4,12,Champions
211,1,75.66,1,1,1,3,Lost
178,1,129.49,1,1,1,3,Lost
24,4,1036.76,3,3,3,9,Loyal Customers
62,1,586.79,2,1,3,6,At Risk
174,1,305.79,1,1,2,4,Lost
7,2,420.52,4,2,2,8,Potential Loyalist
227,1,79.1,1,1,1,3,Lost
23,4,1561.08,3,3,4,10,Loyal Customers
255,1,226.21,1,1,2,4,Lost
252,1,61.76,1,1,1,3,Lost
43,4,282.71000000000004,3,3,2,8,Potential Loyalist
237,1,129.45,1,1,1,3,Lost
72,2,439.49,2,2,2,6,At Risk
266,1,300.68,1,1,2,4,Lost
14,14,2051.61,4,4,4,12,Champions
71,1,162.38,2,1,1,4,Lost
21,5,1963.05,3,4,4,11,Champions
65,2,338.05,2,2,2,6,At Risk
9,6,2259.55,4,4,4,12,Champions
214,2,172.5,1,2,1,4,Lost
24,4,921.76,3,3,3,9,Loyal Customers
14,10,1125.55,4,4,4,12,Champions
23,3,974.01,3,3,3,9,Loyal Customers
97,1,123.38,2,1,1,4,Lost
199,1,169.33,1,1,1,3,Lost
237,1,401.31,1,1,2,4,Lost
169,2,813.88,1,2,3,6,At Risk
161,2,142.42000000000002,1,2,1,4,Lost
34,1,267.26,3,1,2,6,At Risk
63,1,430.38,2,1,2,5,At Risk
50,5,2879.15,2,4,4,10,Loyal Customers
8,2,1043.31,4,2,3,9,Loyal Customers
133,4,381.87,2,3,2,7,Potential Loyalist
9,6,2726.36,4,4,4,12,Champions
14,12,1325.28,4,4,4,12,Champions
1,4,815.65,4,3,3,10,Loyal Customers
360,1,91.44,1,1,1,3,Lost
181,1,20.4,1,1,1,3,Lost
8,2,205.97,4,2,1,7,Potential Loyalist
354,1,39.25,1,1,1,3,Lost
11,1,118.98,4,1,1,6,At Risk
60,2,472.93,2,2,3,7,Potential Loyalist
6,6,286.56,4,4,2,10,Loyal Customers
15,3,1132.17,4,3,4,11,Champions
8,11,3472.7200000000003,4,4,4,12,Champions
27,1,81.75,3,1,1,5,At Risk
27,16,3892.7999999999997,3,4,4,11,Champions
46,2,309.21,3,2,2,7,Potential Loyalist
25,4,1062.78,3,3,3,9,Loyal Customers
2,11,2240.97,4,4,4,12,Champions
358,1,117.0,1,1,1,3,Lost
35,1,149.7,3,1,1,5,At Risk
69,5,939.64,2,4,3,9,Loyal Customers
49,4,333.06,3,3,2,8,Potential Loyalist
28,7,1318.1399999999999,3,4,4,11,Champions
53,1,227.82,2,1,2,5,At Risk
39,7,2376.23,3,4,4,11,Champions
2,3,855.18,4,3,3,10,Loyal Customers
67,2,293.52,2,2,2,6,At Risk
64,2,156.43,2,2,1,5,At Risk
60,2,366.01,2,2,2,6,At Risk
127,4,462.3,2,3,3,8,Potential Loyalist
233,1,50.85,1,1,1,3,Lost
21,12,4549.56,3,4,4,11,Champions
45,11,1711.01,3,4,4,11,Champions
3,19,6614.57,4,4,4,12,Champions
29,3,398.1,3,3,2,8,Potential Loyalist
37,1,571.03,3,1,3,7,Potential Loyalist
76,5,1667.8300000000002,2,4,4,10,Loyal Customers
11,10,2137.4900000000002,4,4,4,12,Champions
18,2,243.03000000000003,3,2,2,7,Potential Loyalist
10,10,2557.6,4,4,4,12,Champions
